C:\Users\jdude\.conda\envs\cs523_code\python.exe C:/Users/jdude/PycharmProjects/CS523FinalProject/Exponents/DaskExponents.py
32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521914333389668342420684974786564569494856176035326322058077805659331026192708460314150258592864177116725943603718461857357598351152301645904403697613233287231227125684710820209725157101726931323469678542580656697935045997268352998638215525166389437335543602135433229604645318478604952148193555853611059596230656
         278581 function calls (264419 primitive calls) in 1.080 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 runpy.py:46(_ModifiedArgv0)
        1    0.000    0.000    0.002    0.002 runpy.py:8(<module>)
        1    0.000    0.000    0.003    0.003 spawn.py:11(<module>)
      128    0.000    0.000    0.000    0.000 spawn.py:121(_check_not_importing_main)
      128    0.002    0.000    0.007    0.000 spawn.py:139(get_preparation_data)
      128    0.000    0.000    0.000    0.000 spawn.py:45(get_executable)
      128    0.001    0.000    0.003    0.000 spawn.py:78(get_command_line)
      384    0.000    0.000    0.000    0.000 spawn.py:87(<genexpr>)
      128    0.000    0.000    0.000    0.000 subprocess.py:262(_optim_args_from_interpreter_flags)
      128    0.001    0.000    0.002    0.000 subprocess.py:272(_args_from_interpreter_flags)
      256    0.001    0.000    0.003    0.000 synchronize.py:100(__getstate__)
        1    0.000    0.000    0.000    0.000 synchronize.py:11(<module>)
        2    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        2    0.000    0.000    0.000    0.000 synchronize.py:161(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        2    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
        2    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        4    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        4    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        4    0.000    0.000    0.000    0.000 tempfile.py:156(<listcomp>)
        2    0.000    0.000    0.000    0.000 tempfile.py:233(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 tempfile.py:382(mktemp)
        2    0.000    0.000    0.000    0.000 tempfile.py:84(_exists)
        3    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        3    0.000    0.000    0.000    0.000 threading.py:1131(daemon)
        3    0.000    0.000    0.000    0.000 threading.py:1225(current_thread)
      134    0.001    0.000    0.001    0.000 threading.py:216(__init__)
      134    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
      134    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       22    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
       22    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
      150    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
       22    0.000    0.000    0.428    0.019 threading.py:264(wait)
      128    0.000    0.000    0.000    0.000 threading.py:335(notify)
      131    0.001    0.000    0.002    0.000 threading.py:499(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        3    0.000    0.000    0.002    0.001 threading.py:534(wait)
        3    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        3    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        3    0.000    0.000    0.002    0.001 threading.py:834(start)
      129    0.000    0.000    0.000    0.000 typing.py:814(__new__)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
      129    0.001    0.000    0.001    0.000 util.py:186(__init__)
        1    0.000    0.000    0.000    0.000 util.py:219(_LazyModule)
        1    0.000    0.000    0.000    0.000 util.py:266(LazyLoader)
      131    0.000    0.000    0.000    0.000 util.py:48(debug)
        3    0.000    0.000    0.000    0.000 utils.py:1031(ensure_dict)
        1    0.000    0.000    0.000    0.000 utils.py:1049(<dictcomp>)
      128    0.000    0.000    0.000    0.000 utils.py:482(dispatch)
      128    0.000    0.000    0.000    0.000 utils.py:508(__call__)
      128    0.000    0.000    0.000    0.000 utils.py:717(funcname)
      258    0.000    0.000    0.001    0.000 uuid.py:121(__init__)
      256    0.000    0.000    0.000    0.000 uuid.py:266(__str__)
        2    0.000    0.000    0.000    0.000 uuid.py:320(hex)
      258    0.000    0.000    0.001    0.000 uuid.py:759(uuid4)
        1    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:408(__setitem__)
      128    0.000    0.000    0.001    0.000 weakref.py:432(get)
        2    0.000    0.000    0.000    0.000 weakref.py:476(popitem)
      162    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFE2FA87B30}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      642    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    30/28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      128    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        9    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       50    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       10    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       50    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      128    0.000    0.000    0.000    0.000 {built-in method _operator.getitem}
      128    0.000    0.000    0.000    0.000 {built-in method _pickle.loads}
     5760    0.002    0.000    0.002    0.000 {built-in method _struct.pack}
      174    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
       23    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      640    0.001    0.000    0.001    0.000 {built-in method _winapi.CloseHandle}
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.ConnectNamedPipe}
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateFile}
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateNamedPipe}
      128    0.003    0.000    0.003    0.000 {built-in method _winapi.CreatePipe}
      128    0.395    0.003    0.395    0.003 {built-in method _winapi.CreateProcess}
      768    0.002    0.000    0.002    0.000 {built-in method _winapi.DuplicateHandle}
      768    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
      512    0.002    0.000    0.002    0.000 {built-in method _winapi.OpenProcess}
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.SetNamedPipeHandleState}
     8128    0.012    0.000    0.012    0.000 {built-in method _winapi.WaitForSingleObject}
       37    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
  259/258    0.001    0.000    0.005    0.000 {built-in method builtins.__import__}
      140    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     1542    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     11/1    0.000    0.000    1.080    1.080 {built-in method builtins.exec}
     5734    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
     1267    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      385    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
    24960    0.003    0.000    0.003    0.000 {built-in method builtins.id}
     6355    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
     1024    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
    15330    0.002    0.000    0.002    0.000 {built-in method builtins.len}
     8128    0.003    0.000    0.003    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      393    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      130    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      285    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      128    0.003    0.000    0.003    0.000 {built-in method io.open}
        9    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
        3    0.000    0.000    0.000    0.000 {built-in method math.log}
      128    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
      546    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      128    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
     1031    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 {built-in method nt.lstat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
       37    0.001    0.000    0.001    0.000 {built-in method nt.stat}
      258    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      153    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002A473039708}
        2    0.000    0.000    0.000    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      134    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      134    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      217    0.428    0.002    0.428    0.002 {method 'acquire' of '_thread.lock' objects}
      779    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       22    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     1415    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       32    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      387    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
      128    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
      128    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
      258    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      256    0.014    0.000    0.030    0.000 {method 'dump' of '_pickle.Pickler' objects}
     3456    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      772    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
    19883    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      128    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
       51    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      128    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      128    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
      128    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1170    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      622    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      128    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      518    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      641    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
      128    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      128    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        9    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
       23    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      258    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      907    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      740    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      192    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      128    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     1039    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      259    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
    10112    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BytesIO' objects}
      771    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      130    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
    18048    0.004    0.000    0.004    0.000 {method 'write' of '_io.BytesIO' objects}



Process finished with exit code 0
